LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
FIN;UNEMP;25_74;PC_LF;Q;2008-Q4;5.033.333;B
FIN;UNEMP;25_74;PC_LF;Q;2009-Q1;5.933.333;
FIN;UNEMP;25_74;PC_LF;Q;2009-Q2;6.6;
FIN;UNEMP;25_74;PC_LF;Q;2009-Q3;6.6;
FIN;UNEMP;25_74;PC_LF;Q;2009-Q4;7;
FIN;UNEMP;25_74;PC_LF;Q;2010-Q1;7.066.667;
FIN;UNEMP;25_74;PC_LF;Q;2010-Q2;6.766.667;
FIN;UNEMP;25_74;PC_LF;Q;2010-Q3;6.633.333;
FIN;UNEMP;25_74;PC_LF;Q;2010-Q4;6.5;
FIN;UNEMP;25_74;PC_LF;Q;2011-Q1;6.7;
FIN;UNEMP;25_74;PC_LF;Q;2011-Q2;6.2;
FIN;UNEMP;25_74;PC_LF;Q;2011-Q3;6.066.667;
FIN;UNEMP;25_74;PC_LF;Q;2011-Q4;6.133.333;
FIN;UNEMP;25_74;PC_LF;Q;2012-Q1;6.033.333;
FIN;UNEMP;25_74;PC_LF;Q;2012-Q2;6.233.333;
FIN;UNEMP;25_74;PC_LF;Q;2012-Q3;6.433.333;
FIN;UNEMP;25_74;PC_LF;Q;2012-Q4;6.166.667;
FIN;UNEMP;25_74;PC_LF;Q;2013-Q1;6.733.333;
FIN;UNEMP;25_74;PC_LF;Q;2013-Q2;6.233.333;
FIN;UNEMP;25_74;PC_LF;Q;2013-Q3;6.5;
FIN;UNEMP;25_74;PC_LF;Q;2013-Q4;6.9;
FIN;UNEMP;25_74;PC_LF;Q;2014-Q1;6.9;
FIN;UNEMP;25_74;PC_LF;Q;2014-Q2;7.1;
FIN;UNEMP;25_74;PC_LF;Q;2014-Q3;7;
FIN;UNEMP;25_74;PC_LF;Q;2014-Q4;7.4;
FIN;UNEMP;25_74;PC_LF;Q;2015-Q1;7.433.333;
FIN;UNEMP;25_74;PC_LF;Q;2015-Q2;7.666.667;
FIN;UNEMP;25_74;PC_LF;Q;2015-Q3;7.633.333;
FIN;UNEMP;25_74;PC_LF;Q;2015-Q4;7.833.333;
FIN;UNEMP;25_74;PC_LF;Q;2016-Q1;7.566.667;
FIN;UNEMP;25_74;PC_LF;Q;2016-Q2;7.4;
FIN;UNEMP;25_74;PC_LF;Q;2016-Q3;6.9;
FIN;UNEMP;25_74;PC_LF;Q;2016-Q4;7.366.667;
FIN;UNEMP;25_74;PC_LF;Q;2017-Q1;7.266.667;
FIN;UNEMP;25_74;PC_LF;Q;2017-Q2;7.3;
FIN;UNEMP;25_74;PC_LF;Q;2017-Q3;7.066.667;
FIN;UNEMP;25_74;PC_LF;Q;2017-Q4;7.133.333;
FIN;UNEMP;25_74;PC_LF;Q;2018-Q1;7.033.333;
FIN;UNEMP;25_74;PC_LF;Q;2018-Q2;6.133.333;
FIN;UNEMP;25_74;PC_LF;Q;2018-Q3;5.933.333;
FIN;UNEMP;25_74;PC_LF;Q;2018-Q4;5.466.667;
FIN;UNEMP;25_74;PC_LF;Q;2019-Q1;5.3;
FIN;UNEMP;25_74;PC_LF;Q;2019-Q2;5.433.333;
FIN;UNEMP;25_74;PC_LF;Q;2019-Q3;5.266.667;
FIN;UNEMP;25_74;PC_LF;Q;2019-Q4;5.266.667;
FIN;UNEMP;25_74;PC_LF;Q;2020-Q1;5.1;
FRA;UNEMP;25_74;PC_LF;Q;2005-Q1;7.133.333;
FRA;UNEMP;25_74;PC_LF;Q;2005-Q2;7.266.667;
FRA;UNEMP;25_74;PC_LF;Q;2005-Q3;7.3;
FRA;UNEMP;25_74;PC_LF;Q;2005-Q4;7.466.667;
FRA;UNEMP;25_74;PC_LF;Q;2006-Q1;7.366.667;
FRA;UNEMP;25_74;PC_LF;Q;2006-Q2;7.2;
FRA;UNEMP;25_74;PC_LF;Q;2006-Q3;7.2;
FRA;UNEMP;25_74;PC_LF;Q;2006-Q4;6.7;
FRA;UNEMP;25_74;PC_LF;Q;2007-Q1;6.833.333;
FRA;UNEMP;25_74;PC_LF;Q;2007-Q2;6.633.333;
FRA;UNEMP;25_74;PC_LF;Q;2007-Q3;6.6;
FRA;UNEMP;25_74;PC_LF;Q;2007-Q4;6.033.333;
FRA;UNEMP;25_74;PC_LF;Q;2008-Q1;5.766.667;
FRA;UNEMP;25_74;PC_LF;Q;2008-Q2;5.933.333;
FRA;UNEMP;25_74;PC_LF;Q;2008-Q3;6;
FRA;UNEMP;25_74;PC_LF;Q;2008-Q4;6.1;
FRA;UNEMP;25_74;PC_LF;Q;2009-Q1;6.733.333;
FRA;UNEMP;25_74;PC_LF;Q;2009-Q2;7.266.667;
FRA;UNEMP;25_74;PC_LF;Q;2009-Q3;7.3;
FRA;UNEMP;25_74;PC_LF;Q;2009-Q4;7.7;
FRA;UNEMP;25_74;PC_LF;Q;2010-Q1;7.6;
FRA;UNEMP;25_74;PC_LF;Q;2010-Q2;7.466.667;
FRA;UNEMP;25_74;PC_LF;Q;2010-Q3;7.366.667;
FRA;UNEMP;25_74;PC_LF;Q;2010-Q4;7.566.667;
FRA;UNEMP;25_74;PC_LF;Q;2011-Q1;7.4;
FRA;UNEMP;25_74;PC_LF;Q;2011-Q2;7.433.333;
FRA;UNEMP;25_74;PC_LF;Q;2011-Q3;7.633.333;
FRA;UNEMP;25_74;PC_LF;Q;2011-Q4;7.766.667;
FRA;UNEMP;25_74;PC_LF;Q;2012-Q1;7.933.333;
FRA;UNEMP;25_74;PC_LF;Q;2012-Q2;8.1;
FRA;UNEMP;25_74;PC_LF;Q;2012-Q3;7.966.667;
FRA;UNEMP;25_74;PC_LF;Q;2012-Q4;8.266.666;
FRA;UNEMP;25_74;PC_LF;Q;2013-Q1;8.566.667;
FRA;UNEMP;25_74;PC_LF;Q;2013-Q2;8.7;
FRA;UNEMP;25_74;PC_LF;Q;2013-Q3;8.533.334;
FRA;UNEMP;25_74;PC_LF;Q;2013-Q4;8.566.667;
FRA;UNEMP;25_74;PC_LF;Q;2014-Q1;8.6;
FRA;UNEMP;25_74;PC_LF;Q;2014-Q2;8.6;
FRA;UNEMP;25_74;PC_LF;Q;2014-Q3;8.633.333;
FRA;UNEMP;25_74;PC_LF;Q;2014-Q4;8.833.333;
FRA;UNEMP;25_74;PC_LF;Q;2015-Q1;8.666.667;
FRA;UNEMP;25_74;PC_LF;Q;2015-Q2;8.833.333;
FRA;UNEMP;25_74;PC_LF;Q;2015-Q3;8.6;
FRA;UNEMP;25_74;PC_LF;Q;2015-Q4;8.6;
FRA;UNEMP;25_74;PC_LF;Q;2016-Q1;8.6;
FRA;UNEMP;25_74;PC_LF;Q;2016-Q2;8.366.667;
FRA;UNEMP;25_74;PC_LF;Q;2016-Q3;8.133.333;
FRA;UNEMP;25_74;PC_LF;Q;2016-Q4;8.433.333;
FRA;UNEMP;25_74;PC_LF;Q;2017-Q1;8.2;
FRA;UNEMP;25_74;PC_LF;Q;2017-Q2;8;
FRA;UNEMP;25_74;PC_LF;Q;2017-Q3;8.033.334;
FRA;UNEMP;25_74;PC_LF;Q;2017-Q4;7.6;
FRA;UNEMP;25_74;PC_LF;Q;2018-Q1;7.8;
FRA;UNEMP;25_74;PC_LF;Q;2018-Q2;7.766.667;
FRA;UNEMP;25_74;PC_LF;Q;2018-Q3;7.433.333;
FRA;UNEMP;25_74;PC_LF;Q;2018-Q4;7.466.667;
FRA;UNEMP;25_74;PC_LF;Q;2019-Q1;7.4;
FRA;UNEMP;25_74;PC_LF;Q;2019-Q2;7.3;
FRA;UNEMP;25_74;PC_LF;Q;2019-Q3;7;
FRA;UNEMP;25_74;PC_LF;Q;2019-Q4;6.733.333;
FRA;UNEMP;25_74;PC_LF;Q;2020-Q1;6.5;
DEU;UNEMP;25_74;PC_LF;Q;2005-Q1;10.3;
DEU;UNEMP;25_74;PC_LF;Q;2005-Q2;1.063.333;
DEU;UNEMP;25_74;PC_LF;Q;2005-Q3;1.066.667;
DEU;UNEMP;25_74;PC_LF;Q;2005-Q4;10.4;
DEU;UNEMP;25_74;PC_LF;Q;2006-Q1;10.1;
DEU;UNEMP;25_74;PC_LF;Q;2006-Q2;9.733.334;
DEU;UNEMP;25_74;PC_LF;Q;2006-Q3;9.433.333;
DEU;UNEMP;25_74;PC_LF;Q;2006-Q4;9.166.667;
DEU;UNEMP;25_74;PC_LF;Q;2007-Q1;8.633.333;
DEU;UNEMP;25_74;PC_LF;Q;2007-Q2;8.2;
DEU;UNEMP;25_74;PC_LF;Q;2007-Q3;8;
DEU;UNEMP;25_74;PC_LF;Q;2007-Q4;7.8;
DEU;UNEMP;25_74;PC_LF;Q;2008-Q1;7.466.667;
DEU;UNEMP;25_74;PC_LF;Q;2008-Q2;7.2;
DEU;UNEMP;25_74;PC_LF;Q;2008-Q3;6.766.667;
DEU;UNEMP;25_74;PC_LF;Q;2008-Q4;6.5;
DEU;UNEMP;25_74;PC_LF;Q;2009-Q1;6.6;
DEU;UNEMP;25_74;PC_LF;Q;2009-Q2;6.733.333;
DEU;UNEMP;25_74;PC_LF;Q;2009-Q3;6.766.667;
DEU;UNEMP;25_74;PC_LF;Q;2009-Q4;6.533.333;
DEU;UNEMP;25_74;PC_LF;Q;2010-Q1;6.4;
DEU;UNEMP;25_74;PC_LF;Q;2010-Q2;6.166.667;
DEU;UNEMP;25_74;PC_LF;Q;2010-Q3;5.933.333;
DEU;UNEMP;25_74;PC_LF;Q;2010-Q4;5.8;
DEU;UNEMP;25_74;PC_LF;Q;2011-Q1;5.433.333;
DEU;UNEMP;25_74;PC_LF;Q;2011-Q2;5.133.333;
DEU;UNEMP;25_74;PC_LF;Q;2011-Q3;4.966.667;
DEU;UNEMP;25_74;PC_LF;Q;2011-Q4;4.8;
DEU;UNEMP;25_74;PC_LF;Q;2012-Q1;4.7;
DEU;UNEMP;25_74;PC_LF;Q;2012-Q2;4.7;
DEU;UNEMP;25_74;PC_LF;Q;2012-Q3;4.633.333;
DEU;UNEMP;25_74;PC_LF;Q;2012-Q4;4.6;
DEU;UNEMP;25_74;PC_LF;Q;2013-Q1;4.7;
DEU;UNEMP;25_74;PC_LF;Q;2013-Q2;4.566.667;
DEU;UNEMP;25_74;PC_LF;Q;2013-Q3;4.466.667;
DEU;UNEMP;25_74;PC_LF;Q;2013-Q4;4.4;
DEU;UNEMP;25_74;PC_LF;Q;2014-Q1;4.4;
DEU;UNEMP;25_74;PC_LF;Q;2014-Q2;4.3;
DEU;UNEMP;25_74;PC_LF;Q;2014-Q3;4.3;
DEU;UNEMP;25_74;PC_LF;Q;2014-Q4;4.266.667;
DEU;UNEMP;25_74;PC_LF;Q;2015-Q1;4.133.333;
DEU;UNEMP;25_74;PC_LF;Q;2015-Q2;4.066.667;
DEU;UNEMP;25_74;PC_LF;Q;2015-Q3;3.966.667;
DEU;UNEMP;25_74;PC_LF;Q;2015-Q4;3.866.667;
DEU;UNEMP;25_74;PC_LF;Q;2016-Q1;3.733.333;
DEU;UNEMP;25_74;PC_LF;Q;2016-Q2;3.6;
DEU;UNEMP;25_74;PC_LF;Q;2016-Q3;3.5;
DEU;UNEMP;25_74;PC_LF;Q;2016-Q4;3.333.333;
DEU;UNEMP;25_74;PC_LF;Q;2017-Q1;3.3;
DEU;UNEMP;25_74;PC_LF;Q;2017-Q2;3.2;
DEU;UNEMP;25_74;PC_LF;Q;2017-Q3;3.133.333;
DEU;UNEMP;25_74;PC_LF;Q;2017-Q4;3.033.333;
DEU;UNEMP;25_74;PC_LF;Q;2018-Q1;2.9;
DEU;UNEMP;25_74;PC_LF;Q;2018-Q2;2.9;
DEU;UNEMP;25_74;PC_LF;Q;2018-Q3;2.8;
DEU;UNEMP;25_74;PC_LF;Q;2018-Q4;2.766.667;
DEU;UNEMP;25_74;PC_LF;Q;2019-Q1;2.7;
DEU;UNEMP;25_74;PC_LF;Q;2019-Q2;2.6;
DEU;UNEMP;25_74;PC_LF;Q;2019-Q3;2.566.667;
DEU;UNEMP;25_74;PC_LF;Q;2019-Q4;2.7;
DEU;UNEMP;25_74;PC_LF;Q;2020-Q1;2.933.333;
GRC;UNEMP;25_74;PC_LF;Q;2005-Q1;8.466.666;
GRC;UNEMP;25_74;PC_LF;Q;2005-Q2;8.466.666;
GRC;UNEMP;25_74;PC_LF;Q;2005-Q3;8.533.334;
GRC;UNEMP;25_74;PC_LF;Q;2005-Q4;8.133.333;
GRC;UNEMP;25_74;PC_LF;Q;2006-Q1;7.8;
GRC;UNEMP;25_74;PC_LF;Q;2006-Q2;7.6;
GRC;UNEMP;25_74;PC_LF;Q;2006-Q3;7.4;
GRC;UNEMP;25_74;PC_LF;Q;2006-Q4;7.266.667;
GRC;UNEMP;25_74;PC_LF;Q;2007-Q1;7.233.333;
GRC;UNEMP;25_74;PC_LF;Q;2007-Q2;7.266.667;
GRC;UNEMP;25_74;PC_LF;Q;2007-Q3;7.2;
GRC;UNEMP;25_74;PC_LF;Q;2007-Q4;6.9;
GRC;UNEMP;25_74;PC_LF;Q;2008-Q1;6.633.333;
GRC;UNEMP;25_74;PC_LF;Q;2008-Q2;6.566.667;
GRC;UNEMP;25_74;PC_LF;Q;2008-Q3;6.666.667;
GRC;UNEMP;25_74;PC_LF;Q;2008-Q4;6.866.667;
GRC;UNEMP;25_74;PC_LF;Q;2009-Q1;7.766.667;
GRC;UNEMP;25_74;PC_LF;Q;2009-Q2;8.066.667;
GRC;UNEMP;25_74;PC_LF;Q;2009-Q3;8.633.333;
GRC;UNEMP;25_74;PC_LF;Q;2009-Q4;9.166.667;
GRC;UNEMP;25_74;PC_LF;Q;2010-Q1;10;
GRC;UNEMP;25_74;PC_LF;Q;2010-Q2;10.9;
GRC;UNEMP;25_74;PC_LF;Q;2010-Q3;1.163.333;
GRC;UNEMP;25_74;PC_LF;Q;2010-Q4;1.266.667;
GRC;UNEMP;25_74;PC_LF;Q;2011-Q1;1.396.667;
GRC;UNEMP;25_74;PC_LF;Q;2011-Q2;1.506.667;
GRC;UNEMP;25_74;PC_LF;Q;2011-Q3;1.663.333;
GRC;UNEMP;25_74;PC_LF;Q;2011-Q4;1.863.333;
GRC;UNEMP;25_74;PC_LF;Q;2012-Q1;2.016.667;
GRC;UNEMP;25_74;PC_LF;Q;2012-Q2;2.203.333;
GRC;UNEMP;25_74;PC_LF;Q;2012-Q3;23.5;
GRC;UNEMP;25_74;PC_LF;Q;2012-Q4;2.436.667;
GRC;UNEMP;25_74;PC_LF;Q;2013-Q1;2.516.667;
GRC;UNEMP;25_74;PC_LF;Q;2013-Q2;2.556.667;
GRC;UNEMP;25_74;PC_LF;Q;2013-Q3;2.576.667;
GRC;UNEMP;25_74;PC_LF;Q;2013-Q4;25.7;
GRC;UNEMP;25_74;PC_LF;Q;2014-Q1;2.543.333;
GRC;UNEMP;25_74;PC_LF;Q;2014-Q2;2.513.333;
GRC;UNEMP;25_74;PC_LF;Q;2014-Q3;2.453.333;
GRC;UNEMP;25_74;PC_LF;Q;2014-Q4;2.413.333;
GRC;UNEMP;25_74;PC_LF;Q;2015-Q1;2.406.667;
GRC;UNEMP;25_74;PC_LF;Q;2015-Q2;2.343.333;
GRC;UNEMP;25_74;PC_LF;Q;2015-Q3;2.306.667;
GRC;UNEMP;25_74;PC_LF;Q;2015-Q4;22.9;
GRC;UNEMP;25_74;PC_LF;Q;2016-Q1;2.273.333;
GRC;UNEMP;25_74;PC_LF;Q;2016-Q2;2.226.667;
GRC;UNEMP;25_74;PC_LF;Q;2016-Q3;2.226.667;
GRC;UNEMP;25_74;PC_LF;Q;2016-Q4;22.3;
GRC;UNEMP;25_74;PC_LF;Q;2017-Q1;21.6;
GRC;UNEMP;25_74;PC_LF;Q;2017-Q2;2.056.667;
GRC;UNEMP;25_74;PC_LF;Q;2017-Q3;1.993.333;
GRC;UNEMP;25_74;PC_LF;Q;2017-Q4;19.9;
GRC;UNEMP;25_74;PC_LF;Q;2018-Q1;1.946.667;
GRC;UNEMP;25_74;PC_LF;Q;2018-Q2;1.866.667;
GRC;UNEMP;25_74;PC_LF;Q;2018-Q3;1.826.667;
GRC;UNEMP;25_74;PC_LF;Q;2018-Q4;1.786.667;
GRC;UNEMP;25_74;PC_LF;Q;2019-Q1;1.783.333;
GRC;UNEMP;25_74;PC_LF;Q;2019-Q2;1.666.667;
GRC;UNEMP;25_74;PC_LF;Q;2019-Q3;16.4;
GRC;UNEMP;25_74;PC_LF;Q;2019-Q4;1.603.333;
GRC;UNEMP;25_74;PC_LF;Q;2020-Q1;1.583.333;
HUN;UNEMP;25_74;PC_LF;Q;2005-Q1;5.666.667;
HUN;UNEMP;25_74;PC_LF;Q;2005-Q2;6.066.667;
HUN;UNEMP;25_74;PC_LF;Q;2005-Q3;6.266.667;
HUN;UNEMP;25_74;PC_LF;Q;2005-Q4;6.366.667;
HUN;UNEMP;25_74;PC_LF;Q;2006-Q1;6.4;
HUN;UNEMP;25_74;PC_LF;Q;2006-Q2;6.4;
HUN;UNEMP;25_74;PC_LF;Q;2006-Q3;6.5;
HUN;UNEMP;25_74;PC_LF;Q;2006-Q4;6.5;
HUN;UNEMP;25_74;PC_LF;Q;2007-Q1;6.233.333;
HUN;UNEMP;25_74;PC_LF;Q;2007-Q2;6.333.333;
HUN;UNEMP;25_74;PC_LF;Q;2007-Q3;6.566.667;
HUN;UNEMP;25_74;PC_LF;Q;2007-Q4;6.9;
HUN;UNEMP;25_74;PC_LF;Q;2008-Q1;6.7;
HUN;UNEMP;25_74;PC_LF;Q;2008-Q2;6.733.333;
HUN;UNEMP;25_74;PC_LF;Q;2008-Q3;6.833.333;
HUN;UNEMP;25_74;PC_LF;Q;2008-Q4;7.266.667;B
HUN;UNEMP;25_74;PC_LF;Q;2009-Q1;7.933.333;
HUN;UNEMP;25_74;PC_LF;Q;2009-Q2;8.2;
HUN;UNEMP;25_74;PC_LF;Q;2009-Q3;8.8;
HUN;UNEMP;25_74;PC_LF;Q;2009-Q4;8.933.333;
HUN;UNEMP;25_74;PC_LF;Q;2010-Q1;9.8;
HUN;UNEMP;25_74;PC_LF;Q;2010-Q2;9.766.666;
HUN;UNEMP;25_74;PC_LF;Q;2010-Q3;9.533.334;
HUN;UNEMP;25_74;PC_LF;Q;2010-Q4;9.6;
HUN;UNEMP;25_74;PC_LF;Q;2011-Q1;9.866.667;
HUN;UNEMP;25_74;PC_LF;Q;2011-Q2;9.7;
HUN;UNEMP;25_74;PC_LF;Q;2011-Q3;9.5;
HUN;UNEMP;25_74;PC_LF;Q;2011-Q4;9.466.666;
HUN;UNEMP;25_74;PC_LF;Q;2012-Q1;9.933.333;
HUN;UNEMP;25_74;PC_LF;Q;2012-Q2;9.466.666;
HUN;UNEMP;25_74;PC_LF;Q;2012-Q3;8.9;
HUN;UNEMP;25_74;PC_LF;Q;2012-Q4;9.2;
HUN;UNEMP;25_74;PC_LF;Q;2013-Q1;9.366.667;
HUN;UNEMP;25_74;PC_LF;Q;2013-Q2;8.733.334;
HUN;UNEMP;25_74;PC_LF;Q;2013-Q3;8.366.667;
HUN;UNEMP;25_74;PC_LF;Q;2013-Q4;7.766.667;
HUN;UNEMP;25_74;PC_LF;Q;2014-Q1;6.7;
HUN;UNEMP;25_74;PC_LF;Q;2014-Q2;6.866.667;
HUN;UNEMP;25_74;PC_LF;Q;2014-Q3;6.233.333;
HUN;UNEMP;25_74;PC_LF;Q;2014-Q4;6.166.667;
HUN;UNEMP;25_74;PC_LF;Q;2015-Q1;6.366.667;
HUN;UNEMP;25_74;PC_LF;Q;2015-Q2;5.9;
HUN;UNEMP;25_74;PC_LF;Q;2015-Q3;5.566.667;
HUN;UNEMP;25_74;PC_LF;Q;2015-Q4;5.433.333;
HUN;UNEMP;25_74;PC_LF;Q;2016-Q1;4.933.333;
HUN;UNEMP;25_74;PC_LF;Q;2016-Q2;4.366.667;
HUN;UNEMP;25_74;PC_LF;Q;2016-Q3;4.2;
HUN;UNEMP;25_74;PC_LF;Q;2016-Q4;3.833.333;
HUN;UNEMP;25_74;PC_LF;Q;2017-Q1;3.733.333;
HUN;UNEMP;25_74;PC_LF;Q;2017-Q2;3.7;
HUN;UNEMP;25_74;PC_LF;Q;2017-Q3;3.466.667;
HUN;UNEMP;25_74;PC_LF;Q;2017-Q4;3.3;
HUN;UNEMP;25_74;PC_LF;Q;2018-Q1;3.066.667;
HUN;UNEMP;25_74;PC_LF;Q;2018-Q2;3.066.667;
HUN;UNEMP;25_74;PC_LF;Q;2018-Q3;3.2;
HUN;UNEMP;25_74;PC_LF;Q;2018-Q4;3.033.333;
HUN;UNEMP;25_74;PC_LF;Q;2019-Q1;2.733.333;
HUN;UNEMP;25_74;PC_LF;Q;2019-Q2;2.733.333;
HUN;UNEMP;25_74;PC_LF;Q;2019-Q3;2.8;
HUN;UNEMP;25_74;PC_LF;Q;2019-Q4;2.633.333;
HUN;UNEMP;25_74;PC_LF;Q;2020-Q1;2.866.667;
ISL;UNEMP;25_74;PC_LF;Q;2005-Q1;1.966.667;
ISL;UNEMP;25_74;PC_LF;Q;2005-Q2;1.9;
ISL;UNEMP;25_74;PC_LF;Q;2005-Q3;1.933.333;
ISL;UNEMP;25_74;PC_LF;Q;2005-Q4;2;
ISL;UNEMP;25_74;PC_LF;Q;2006-Q1;2.033.333;
ISL;UNEMP;25_74;PC_LF;Q;2006-Q2;2.166.667;
ISL;UNEMP;25_74;PC_LF;Q;2006-Q3;2.166.667;
ISL;UNEMP;25_74;PC_LF;Q;2006-Q4;1.9;
ISL;UNEMP;25_74;PC_LF;Q;2007-Q1;1.666.667;
ISL;UNEMP;25_74;PC_LF;Q;2007-Q2;1.633.333;
ISL;UNEMP;25_74;PC_LF;Q;2007-Q3;1.6;
ISL;UNEMP;25_74;PC_LF;Q;2007-Q4;1.533.333;
ISL;UNEMP;25_74;PC_LF;Q;2008-Q1;1.633.333;
ISL;UNEMP;25_74;PC_LF;Q;2008-Q2;1.833.333;
ISL;UNEMP;25_74;PC_LF;Q;2008-Q3;2.4;
ISL;UNEMP;25_74;PC_LF;Q;2008-Q4;3.433.333;
ISL;UNEMP;25_74;PC_LF;Q;2009-Q1;5.066.667;
ISL;UNEMP;25_74;PC_LF;Q;2009-Q2;5.9;
ISL;UNEMP;25_74;PC_LF;Q;2009-Q3;6.033.333;
ISL;UNEMP;25_74;PC_LF;Q;2009-Q4;6.2;
ISL;UNEMP;25_74;PC_LF;Q;2010-Q1;6.466.667;
ISL;UNEMP;25_74;PC_LF;Q;2010-Q2;6.466.667;
ISL;UNEMP;25_74;PC_LF;Q;2010-Q3;6.5;
ISL;UNEMP;25_74;PC_LF;Q;2010-Q4;6.766.667;
ISL;UNEMP;25_74;PC_LF;Q;2011-Q1;6.7;
ISL;UNEMP;25_74;PC_LF;Q;2011-Q2;6.366.667;
ISL;UNEMP;25_74;PC_LF;Q;2011-Q3;5.9;
ISL;UNEMP;25_74;PC_LF;Q;2011-Q4;5.5;
ISL;UNEMP;25_74;PC_LF;Q;2012-Q1;5.4;
ISL;UNEMP;25_74;PC_LF;Q;2012-Q2;5.266.667;
ISL;UNEMP;25_74;PC_LF;Q;2012-Q3;5.1;
ISL;UNEMP;25_74;PC_LF;Q;2012-Q4;4.8;
ISL;UNEMP;25_74;PC_LF;Q;2013-Q1;4.833.333;
ISL;UNEMP;25_74;PC_LF;Q;2013-Q2;4.833.333;
ISL;UNEMP;25_74;PC_LF;Q;2013-Q3;4.733.333;
ISL;UNEMP;25_74;PC_LF;Q;2013-Q4;4.6;
ISL;UNEMP;25_74;PC_LF;Q;2014-Q1;4.6;
ISL;UNEMP;25_74;PC_LF;Q;2014-Q2;4.566.667;
ISL;UNEMP;25_74;PC_LF;Q;2014-Q3;4.3;
ISL;UNEMP;25_74;PC_LF;Q;2014-Q4;3.9;
ISL;UNEMP;25_74;PC_LF;Q;2015-Q1;3.766.667;
ISL;UNEMP;25_74;PC_LF;Q;2015-Q2;3.566.667;
ISL;UNEMP;25_74;PC_LF;Q;2015-Q3;3.3;
ISL;UNEMP;25_74;PC_LF;Q;2015-Q4;2.9;
ISL;UNEMP;25_74;PC_LF;Q;2016-Q1;2.7;
ISL;UNEMP;25_74;PC_LF;Q;2016-Q2;2.533.333;
ISL;UNEMP;25_74;PC_LF;Q;2016-Q3;2.5;
ISL;UNEMP;25_74;PC_LF;Q;2016-Q4;2.333.333;
ISL;UNEMP;25_74;PC_LF;Q;2017-Q1;2.2;
ISL;UNEMP;25_74;PC_LF;Q;2017-Q2;2.166.667;
ISL;UNEMP;25_74;PC_LF;Q;2017-Q3;2.233.333;
ISL;UNEMP;25_74;PC_LF;Q;2017-Q4;2.366.667;
ISL;UNEMP;25_74;PC_LF;Q;2018-Q1;2.433.333;
ISL;UNEMP;25_74;PC_LF;Q;2018-Q2;2.333.333;
ISL;UNEMP;25_74;PC_LF;Q;2018-Q3;2.2;
ISL;UNEMP;25_74;PC_LF;Q;2018-Q4;2.233.333;
ISL;UNEMP;25_74;PC_LF;Q;2019-Q1;2.533.333;
ISL;UNEMP;25_74;PC_LF;Q;2019-Q2;2.933.333;
ISL;UNEMP;25_74;PC_LF;Q;2019-Q3;3.066.667;
ISL;UNEMP;25_74;PC_LF;Q;2019-Q4;3.233.333;
ISL;UNEMP;25_74;PC_LF;Q;2020-Q1;3.933.333;
IRL;UNEMP;25_74;PC_LF;Q;2005-Q1;3.5;
IRL;UNEMP;25_74;PC_LF;Q;2005-Q2;3.9;
IRL;UNEMP;25_74;PC_LF;Q;2005-Q3;3.7;
IRL;UNEMP;25_74;PC_LF;Q;2005-Q4;3.566.667;
IRL;UNEMP;25_74;PC_LF;Q;2006-Q1;3.666.667;
IRL;UNEMP;25_74;PC_LF;Q;2006-Q2;3.733.333;
IRL;UNEMP;25_74;PC_LF;Q;2006-Q3;4;
IRL;UNEMP;25_74;PC_LF;Q;2006-Q4;3.8;
IRL;UNEMP;25_74;PC_LF;Q;2007-Q1;3.9;
IRL;UNEMP;25_74;PC_LF;Q;2007-Q2;3.9;
IRL;UNEMP;25_74;PC_LF;Q;2007-Q3;3.9;
IRL;UNEMP;25_74;PC_LF;Q;2007-Q4;4.166.667;
IRL;UNEMP;25_74;PC_LF;Q;2008-Q1;4.2;
IRL;UNEMP;25_74;PC_LF;Q;2008-Q2;4.666.667;
IRL;UNEMP;25_74;PC_LF;Q;2008-Q3;5.633.333;
IRL;UNEMP;25_74;PC_LF;Q;2008-Q4;6.633.333;
IRL;UNEMP;25_74;PC_LF;Q;2009-Q1;8.8;
IRL;UNEMP;25_74;PC_LF;Q;2009-Q2;1.016.667;
IRL;UNEMP;25_74;PC_LF;Q;2009-Q3;10.9;
IRL;UNEMP;25_74;PC_LF;Q;2009-Q4;1.116.667;
IRL;UNEMP;25_74;PC_LF;Q;2010-Q1;1.136.667;
IRL;UNEMP;25_74;PC_LF;Q;2010-Q2;1.213.333;
IRL;UNEMP;25_74;PC_LF;Q;2010-Q3;1.236.667;
IRL;UNEMP;25_74;PC_LF;Q;2010-Q4;1.316.667;
IRL;UNEMP;25_74;PC_LF;Q;2011-Q1;1.283.333;
IRL;UNEMP;25_74;PC_LF;Q;2011-Q2;1.293.333;
IRL;UNEMP;25_74;PC_LF;Q;2011-Q3;1.346.667;
IRL;UNEMP;25_74;PC_LF;Q;2011-Q4;1.356.667;
IRL;UNEMP;25_74;PC_LF;Q;2012-Q1;13.6;
IRL;UNEMP;25_74;PC_LF;Q;2012-Q2;1.316.667;
IRL;UNEMP;25_74;PC_LF;Q;2012-Q3;13.2;
IRL;UNEMP;25_74;PC_LF;Q;2012-Q4;1.296.667;
IRL;UNEMP;25_74;PC_LF;Q;2013-Q1;1.256.667;
IRL;UNEMP;25_74;PC_LF;Q;2013-Q2;1.243.333;
